identity	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	query_y	subject_y
56.757	333.0	126.0	4.0	1.0	333.0	1.0	315.0	1.2600000000000001e-129	372.0	XP_020799431.1	NP_001014607.1
86.463	229.0	31.0	0.0	1.0	229.0	1.0	229.0	2.7700000000000002e-157	435.0	XP_020818391.1	NP_001014609.2
65.783	415.0	114.0	9.0	3.0	399.0	4.0	408.0	7.5900000000000005e-177	498.0	XP_020809897.1	NP_001014611.1
96.067	178.0	7.0	0.0	1.0	178.0	1.0	178.0	1.6400000000000002e-129	360.0	XP_020814250.1	NP_001014612.1
100.0	266.0	0.0	0.0	1.0	266.0	1.0	266.0	0.0	550.0	XP_020815637.1	NP_001014613.2
94.118	289.0	16.0	1.0	1.0	288.0	1.0	289.0	0.0	526.0	XP_020811329.1	NP_001014616.2
90.157	508.0	18.0	7.0	1.0	476.0	1.0	508.0	0.0	859.0	XP_020813330.1	NP_001014617.1
98.319	476.0	7.0	1.0	1.0	476.0	1.0	475.0	0.0	976.0	XP_020798631.1	NP_001014627.2
79.469	716.0	105.0	10.0	266.0	962.0	282.0	974.0	0.0	758.0	XP_020814089.1	NP_001014632.3
98.561	139.0	2.0	0.0	1.0	139.0	1.0	139.0	2.7000000000000003e-99	280.0	XP_020812857.1	NP_001014633.2
76.809	470.0	106.0	3.0	75.0	542.0	1.0	469.0	0.0	754.0	XP_020812856.1	NP_001014634.1
82.979	94.0	16.0	0.0	1.0	94.0	1.0	94.0	3.5999999999999995e-48	147.0	XP_020811884.1	NP_001014639.1
89.421	1002.0	90.0	7.0	1.0	986.0	1.0	1002.0	0.0	1820.0	XP_020813814.1	NP_001014644.3
84.421	1221.0	164.0	17.0	1380.0	2030.0	1231.0	1891.0	0.0	1587.0	XP_020809106.1	NP_001014681.2
94.672	488.0	22.0	1.0	1.0	488.0	1.0	484.0	0.0	978.0	XP_020811971.1	NP_001014684.1
71.554	682.0	132.0	16.0	1.0	642.0	1.0	660.0	0.0	887.0	XP_020809998.1	NP_001014685.1
95.56	1126.0	39.0	4.0	1.0	1120.0	1.0	1121.0	0.0	2142.0	XP_020809978.1	NP_001014687.3
67.296	1324.0	260.0	55.0	1.0	1212.0	1.0	1263.0	0.0	1384.0	XP_020809986.1	NP_001014691.2
63.455	955.0	239.0	30.0	1.0	898.0	1.0	902.0	0.0	980.0	XP_020809891.1	NP_001014693.1
55.267	655.0	211.0	25.0	2.0	618.0	230.0	840.0	1.1099999999999999e-172	512.0	XP_020809903.1	NP_001014695.1
66.154	715.0	183.0	28.0	1.0	680.0	1.0	691.0	0.0	763.0	XP_020809982.1	NP_001014701.1
58.114	647.0	233.0	16.0	29.0	649.0	20.0	654.0	0.0	646.0	XP_020808750.1	NP_001014705.1
64.091	220.0	56.0	5.0	1.0	200.0	26.0	242.0	3.08e-12	63.2	XP_020809344.1	NP_001014706.2
93.321	1108.0	43.0	5.0	1.0	1083.0	1.0	1102.0	0.0	2069.0	XP_020807441.1	NP_001014714.1
72.078	154.0	31.0	3.0	3.0	150.0	1.0	148.0	3.3899999999999996e-68	202.0	XP_020802078.1	NP_001014730.1
98.228	395.0	7.0	0.0	1.0	395.0	1.0	395.0	0.0	729.0	XP_020808289.1	NP_001014737.1
97.975	395.0	7.0	1.0	1.0	395.0	1.0	394.0	0.0	723.0	XP_020808298.1	NP_001014738.2
98.123	373.0	7.0	0.0	1.0	373.0	1.0	373.0	0.0	688.0	XP_020808295.1	NP_001014739.1
91.429	140.0	12.0	0.0	1.0	140.0	1.0	140.0	6.15e-77	224.0	XP_020808380.1	NP_001014746.1
68.643	641.0	138.0	13.0	1.0	588.0	1.0	631.0	0.0	712.0	XP_020803422.1	NP_001014752.2
88.256	281.0	25.0	1.0	1.0	273.0	1.0	281.0	1.12e-173	480.0	XP_020803423.1	NP_001014756.1
82.316	475.0	77.0	3.0	294.0	767.0	1.0	469.0	0.0	819.0	XP_020818280.1	NP_001015101.2
76.503	715.0	157.0	4.0	1.0	715.0	1.0	704.0	0.0	1105.0	XP_020803824.1	NP_001015132.1
87.324	426.0	44.0	1.0	1.0	416.0	1.0	426.0	0.0	767.0	XP_020809791.1	NP_001015151.1
96.992	665.0	20.0	0.0	1.0	665.0	1.0	665.0	0.0	1345.0	XP_020813056.1	NP_001015161.2
86.232	138.0	19.0	0.0	1.0	138.0	12.0	149.0	1.72e-80	233.0	XP_020809783.1	NP_001015224.1
89.163	203.0	19.0	2.0	222.0	421.0	275.0	477.0	2.53e-130	384.0	XP_020803635.1	NP_001015254.1
90.421	522.0	50.0	0.0	1.0	522.0	1.0	522.0	0.0	943.0	XP_020803653.1	NP_001015257.2
91.248	537.0	45.0	2.0	1.0	535.0	1.0	537.0	0.0	894.0	XP_020803655.1	NP_001015260.3
91.098	528.0	45.0	2.0	1.0	526.0	1.0	528.0	0.0	875.0	XP_020803656.1	NP_001015262.1
78.943	2631.0	550.0	3.0	1.0	2628.0	1.0	2630.0	0.0	4283.0	XP_020814500.1	NP_001015316.1
76.574	397.0	87.0	6.0	1.0	397.0	1.0	391.0	0.0	574.0	XP_020802588.1	NP_001015319.1
52.415	559.0	247.0	6.0	17.0	565.0	10.0	559.0	0.0	559.0	XP_020814313.1	NP_001015349.2
82.143	196.0	33.0	1.0	154.0	347.0	1.0	196.0	6.55e-114	329.0	XP_020814497.1	NP_001015363.3
82.039	206.0	35.0	1.0	1.0	206.0	1.0	204.0	1.31e-115	327.0	XP_020806615.1	NP_001015387.1
70.833	72.0	21.0	0.0	1.0	72.0	1.0	72.0	1.11e-34	112.0	XP_020816107.1	NP_001015402.3
80.793	2395.0	455.0	2.0	1.0	2394.0	1.0	2391.0	0.0	4109.0	XP_020803826.1	NP_001015405.3
84.894	470.0	66.0	4.0	1.0	468.0	1.0	467.0	0.0	761.0	XP_020807971.1	NP_001015473.1
88.43	484.0	56.0	0.0	1.0	484.0	1.0	484.0	0.0	857.0	XP_020806851.1	NP_001015498.5
92.817	1420.0	87.0	7.0	1.0	1409.0	1.0	1416.0	0.0	2657.0	XP_020809844.1	NP_001027029.2
90.521	1477.0	104.0	9.0	1.0	1445.0	1.0	1473.0	0.0	2684.0	XP_020809842.1	NP_001027030.1
63.844	4240.0	1223.0	63.0	49.0	4178.0	887.0	4382.0	1.35e-08	5155.0	XP_020802671.1	NP_001027034.2
69.95	4223.0	1135.0	39.0	1.0	4150.0	1.0	4162.0	0.0	5876.0	XP_020802666.1	NP_001027037.3
89.262	298.0	31.0	1.0	1.0	297.0	1.0	298.0	0.0	557.0	XP_020802771.1	NP_001027041.1
93.421	152.0	6.0	1.0	551.0	702.0	614.0	761.0	8.39e-90	296.0	XP_020803750.1	NP_001027058.1
73.145	283.0	70.0	1.0	1.0	277.0	1.0	283.0	9.68e-155	432.0	XP_020802992.1	NP_001027069.3
75.833	120.0	26.0	1.0	1.0	117.0	1.0	120.0	1.54e-63	188.0	XP_020803405.1	NP_001027075.1
66.238	622.0	144.0	21.0	9.0	590.0	405.0	1000.0	0.0	637.0	XP_020797874.1	NP_001027081.1
97.778	90.0	2.0	0.0	1.0	90.0	1.0	90.0	9.05e-63	184.0	XP_020797898.1	NP_001027084.1
68.826	247.0	73.0	1.0	1.0	243.0	1.0	247.0	3.6100000000000003e-125	355.0	XP_020797897.1	NP_001027086.1
91.754	667.0	45.0	2.0	35.0	696.0	1.0	662.0	0.0	1262.0	XP_020805201.1	NP_001027089.1
81.145	297.0	49.0	4.0	17.0	311.0	14.0	305.0	2e-161	453.0	XP_020812374.1	NP_001027094.1
65.759	514.0	121.0	7.0	10.0	516.0	2.0	467.0	0.0	590.0	XP_020812362.1	NP_001027096.1
35.455	195.0	99.0	5.0	200.0	389.0	112.0	263.0	0.000257	65.5	XP_020817827.1	NP_001027098.1
74.347	421.0	104.0	2.0	1.0	417.0	33.0	453.0	0.0	629.0	XP_020801490.1	NP_001027105.2
83.08	461.0	77.0	1.0	1.0	460.0	1.0	461.0	0.0	801.0	XP_020801489.1	NP_001027106.1
59.298	285.0	94.0	3.0	1.0	282.0	1.0	266.0	4.26e-112	324.0	XP_020798226.1	NP_001027113.1
84.971	173.0	23.0	1.0	1.0	170.0	1.0	173.0	2.8099999999999998e-106	301.0	XP_020816857.1	NP_001027115.1
77.222	180.0	41.0	0.0	1.0	180.0	1.0	180.0	1.47e-106	302.0	XP_020817078.1	NP_001027119.1
62.57	179.0	64.0	2.0	1.0	179.0	1.0	176.0	1e-83	244.0	XP_020817004.1	NP_001027120.1
84.861	502.0	51.0	4.0	2.0	480.0	6.0	505.0	0.0	828.0	XP_020816681.1	NP_001027122.2
60.116	173.0	69.0	0.0	9.0	181.0	6.0	178.0	1.08e-81	239.0	XP_020810705.1	NP_001027125.1
62.286	175.0	66.0	0.0	5.0	179.0	5.0	179.0	3.87e-84	245.0	XP_020817014.1	NP_001027128.1
59.322	177.0	71.0	1.0	1.0	177.0	1.0	176.0	2.97e-78	230.0	XP_020816650.1	NP_001027129.2
56.322	174.0	69.0	1.0	1.0	167.0	1.0	174.0	9.36e-72	213.0	XP_020817016.1	NP_001027130.2
55.866	179.0	78.0	1.0	1.0	178.0	1.0	179.0	2.16e-75	223.0	XP_020817017.1	NP_001027132.2
48.0	200.0	103.0	1.0	3.0	201.0	2.0	201.0	1.11e-72	218.0	XP_020813858.1	NP_001027134.1
91.483	4708.0	390.0	10.0	1.0	4699.0	1.0	4706.0	0.0	8888.0	XP_020816530.1	NP_001027138.2
70.323	155.0	44.0	1.0	24.0	178.0	3.0	155.0	1.72e-79	233.0	XP_020816472.1	NP_001027140.1
69.767	172.0	52.0	0.0	17.0	188.0	1.0	172.0	8.61e-91	262.0	XP_020815994.1	NP_001027141.1
80.255	157.0	31.0	0.0	19.0	175.0	18.0	174.0	1.49e-99	284.0	XP_020815993.1	NP_001027142.2
78.771	179.0	38.0	0.0	1.0	179.0	1.0	179.0	1.63e-108	307.0	XP_020816504.1	NP_001027143.1
82.222	180.0	32.0	0.0	6.0	185.0	4.0	183.0	8.48e-113	318.0	XP_020815992.1	NP_001027144.2
79.355	155.0	32.0	0.0	24.0	178.0	5.0	159.0	3.5e-96	275.0	XP_020815991.1	NP_001027145.3
73.514	185.0	47.0	1.0	1.0	185.0	1.0	183.0	4.4399999999999997e-101	288.0	XP_020816473.1	NP_001027146.4
74.194	155.0	40.0	0.0	24.0	178.0	25.0	179.0	2.9800000000000003e-85	248.0	XP_020813134.1	NP_001027147.1
52.486	181.0	85.0	1.0	1.0	180.0	1.0	181.0	1.9399999999999998e-69	208.0	XP_020810430.1	NP_001027150.1
87.566	571.0	55.0	3.0	1.0	555.0	1.0	571.0	0.0	959.0	XP_020817149.1	NP_001027151.1
69.192	198.0	58.0	1.0	1.0	195.0	1.0	198.0	1.41e-97	282.0	XP_020813879.1	NP_001027166.1
74.211	190.0	47.0	1.0	1.0	188.0	1.0	190.0	4.21e-107	305.0	XP_020813880.1	NP_001027167.1
72.515	171.0	47.0	0.0	13.0	183.0	13.0	183.0	1.31e-92	267.0	XP_020813881.1	NP_001027169.1
96.438	786.0	24.0	3.0	1.0	784.0	1.0	784.0	0.0	1568.0	XP_020817379.1	NP_001027171.1
90.823	316.0	137.0	5.0	30.0	316.0	399.0	714.0	2.23e-13	573.0	XP_020811089.1	NP_001027178.1
98.45	129.0	2.0	0.0	2.0	130.0	3.0	131.0	4.58e-88	251.0	XP_020812008.1	NP_001027180.1
90.323	155.0	15.0	0.0	1.0	155.0	1.0	155.0	1.5400000000000001e-105	297.0	XP_020817759.1	NP_001027187.1
72.561	164.0	45.0	0.0	1.0	164.0	1.0	164.0	2.25e-89	257.0	XP_020817757.1	NP_001027188.1
62.389	561.0	211.0	0.0	1.0	561.0	1.0	561.0	0.0	713.0	XP_020813031.1	NP_001027202.1
97.068	307.0	8.0	1.0	75.0	380.0	85.0	391.0	0.0	621.0	XP_020812727.1	NP_001027203.1
92.241	464.0	29.0	5.0	1.0	460.0	1.0	461.0	0.0	840.0	XP_020814004.1	NP_001027207.1
95.046	1292.0	57.0	5.0	1.0	1288.0	1.0	1289.0	0.0	2496.0	XP_020813979.1	NP_001027208.1
57.738	168.0	71.0	0.0	12.0	179.0	12.0	179.0	1.0000000000000001e-71	214.0	XP_020811066.1	NP_001027213.1
66.265	166.0	51.0	2.0	17.0	180.0	4.0	166.0	1.85e-84	246.0	XP_020811031.1	NP_001027214.1
85.854	205.0	22.0	5.0	1.0	199.0	1.0	204.0	1.06e-113	322.0	XP_020812572.1	NP_001027215.1
65.116	172.0	54.0	1.0	7.0	178.0	8.0	173.0	2.5099999999999997e-82	240.0	XP_020801166.1	NP_001027216.2
50.0	218.0	109.0	0.0	17.0	234.0	22.0	239.0	7.350000000000001e-70	214.0	XP_020804676.1	NP_001027218.2
86.758	219.0	29.0	0.0	1.0	219.0	1.0	219.0	1.69e-139	389.0	XP_020806012.1	NP_001027221.1
75.642	1285.0	238.0	22.0	1.0	1236.0	1.0	1259.0	0.0	1885.0	XP_020807868.1	NP_001027231.1
73.352	349.0	45.0	7.0	1.0	305.0	1.0	345.0	9.35e-129	370.0	XP_020807017.1	NP_001027248.1
70.886	316.0	44.0	7.0	1.0	272.0	1.0	312.0	2.9e-101	298.0	XP_020807018.1	NP_001027250.1
79.245	159.0	33.0	0.0	19.0	177.0	19.0	177.0	1.75e-95	274.0	XP_020809484.1	NP_001027255.2
61.667	180.0	68.0	1.0	1.0	179.0	1.0	180.0	2.8e-84	246.0	XP_020809340.1	NP_001027256.1
53.371	178.0	82.0	1.0	1.0	177.0	1.0	178.0	2.2799999999999999e-69	208.0	XP_020809341.1	NP_001027258.1
57.595	158.0	65.0	1.0	1.0	158.0	23.0	178.0	4.03e-64	194.0	XP_020809342.1	NP_001027259.1
57.225	173.0	73.0	1.0	13.0	185.0	13.0	184.0	3.3e-75	223.0	XP_020809343.1	NP_001027260.3
68.392	367.0	106.0	6.0	1.0	361.0	1.0	363.0	5.0400000000000004e-179	500.0	XP_020810253.1	NP_001027262.1
89.262	149.0	15.0	1.0	1.0	148.0	1.0	149.0	7.04e-96	273.0	XP_020810254.1	NP_001027263.1
96.094	256.0	10.0	0.0	1.0	256.0	1.0	256.0	0.0	500.0	XP_020810793.1	NP_001027270.1
60.625	160.0	63.0	0.0	21.0	180.0	12.0	171.0	3.65e-70	210.0	XP_020809128.1	NP_001027276.1
97.13	3101.0	86.0	2.0	1.0	3099.0	1.0	3100.0	0.0	6264.0	XP_020812308.1	NP_001027277.1
66.848	184.0	61.0	0.0	1.0	184.0	1.0	184.0	5.3e-96	276.0	XP_020800352.1	NP_001027393.1
94.148	399.0	263.0	12.0	32.0	393.0	990.0	1382.0	2.52e-32	764.0	XP_020815013.1	NP_001027395.1
95.0	40.0	2.0	0.0	1.0	40.0	1.0	40.0	7.37e-22	77.8	XP_020799127.1	NP_001027396.1
83.799	179.0	27.0	1.0	2.0	178.0	1.0	179.0	1.88e-110	312.0	XP_020814922.1	NP_001027398.1
47.429	175.0	92.0	0.0	1.0	175.0	1.0	175.0	1.6000000000000002e-56	175.0	XP_020799247.1	NP_001027399.1
79.681	689.0	101.0	13.0	1.0	665.0	1.0	674.0	0.0	882.0	XP_020815254.1	NP_001027400.1
90.71	366.0	34.0	0.0	1.0	366.0	1.0	366.0	0.0	667.0	XP_020814950.1	NP_001027401.1
68.263	167.0	53.0	0.0	1.0	167.0	1.0	167.0	4.21e-92	265.0	XP_020801178.1	NP_001027405.2
67.391	184.0	59.0	1.0	1.0	183.0	1.0	184.0	1.35e-98	282.0	XP_020801179.1	NP_001027406.1
92.403	724.0	22.0	7.0	1.0	702.0	1.0	713.0	0.0	1310.0	XP_020803291.1	NP_001027407.2
68.478	184.0	56.0	1.0	1.0	182.0	1.0	184.0	1.8199999999999997e-95	274.0	XP_020804849.1	NP_001027410.1
83.721	86.0	14.0	0.0	1.0	86.0	1.0	86.0	3.89e-50	152.0	XP_020806220.1	NP_001027413.1
91.667	60.0	5.0	0.0	1.0	60.0	1.0	60.0	5.25e-36	114.0	XP_020815574.1	NP_001027419.1
82.8	2250.0	286.0	23.0	1.0	2194.0	1.0	2205.0	0.0	3019.0	XP_020801068.1	NP_001027420.2
94.11	781.0	33.0	4.0	1.0	780.0	1.0	769.0	0.0	1365.0	XP_020801080.1	NP_001027421.1
67.061	592.0	189.0	3.0	6.0	593.0	9.0	598.0	0.0	840.0	XP_020804927.1	NP_001027425.1
68.677	597.0	187.0	0.0	1.0	597.0	1.0	597.0	0.0	879.0	XP_020804899.1	NP_001027428.1
83.466	502.0	66.0	10.0	1.0	491.0	1.0	496.0	0.0	816.0	XP_020803282.1	NP_001027435.2
83.433	501.0	66.0	10.0	1.0	490.0	1.0	495.0	0.0	814.0	XP_020803283.1	NP_001027436.2
97.723	483.0	8.0	1.0	1.0	480.0	1.0	483.0	0.0	979.0	XP_020801986.1	NP_001027439.2
80.075	266.0	53.0	0.0	1.0	266.0	1.0	266.0	9.32e-169	466.0	XP_020806684.1	NP_001027442.1
94.444	108.0	6.0	0.0	1.0	108.0	1.0	108.0	5.53e-76	219.0	XP_020806668.1	NP_001027443.1
82.143	252.0	41.0	3.0	1.0	248.0	1.0	252.0	1.52e-145	406.0	XP_020806665.1	NP_001027444.1
68.421	57.0	18.0	0.0	1.0	57.0	1.0	57.0	1.24e-20	76.3	XP_020806830.1	NP_001027445.1
63.704	270.0	72.0	1.0	31.0	274.0	28.0	297.0	2.33e-118	341.0	XP_020803550.1	NP_001027448.1
86.536	765.0	81.0	6.0	1.0	758.0	1.0	750.0	0.0	1298.0	XP_020804231.1	NP_001027572.2
81.618	1409.0	208.0	19.0	15.0	1407.0	22.0	1395.0	0.0	2181.0	XP_020810879.1	NP_001027575.1
68.706	572.0	127.0	12.0	1.0	546.0	1.0	546.0	0.0	590.0	XP_020814634.1	NP_001027578.1
63.679	636.0	158.0	15.0	1.0	595.0	1.0	604.0	0.0	569.0	XP_020814633.1	NP_001027579.1
60.663	694.0	170.0	16.0	77.0	722.0	56.0	694.0	0.0	562.0	XP_020814632.1	NP_001027580.1
96.535	404.0	14.0	0.0	1.0	404.0	1.0	404.0	0.0	813.0	XP_020808753.1	NP_001033806.1
66.354	853.0	201.0	23.0	11.0	815.0	11.0	825.0	0.0	995.0	XP_020809935.1	NP_001033814.1
80.568	458.0	70.0	7.0	175.0	625.0	195.0	640.0	0.0	563.0	XP_020812062.1	NP_001033832.1
78.172	2112.0	304.0	28.0	1.0	2020.0	1.0	2047.0	0.0	2611.0	XP_020808311.1	NP_001033835.2
82.653	294.0	48.0	3.0	1.0	293.0	1.0	292.0	1.33e-164	458.0	XP_020797849.1	NP_001033837.1
79.817	218.0	39.0	1.0	7.0	224.0	14.0	226.0	4.81e-120	340.0	XP_020807107.1	NP_001033842.2
64.655	116.0	26.0	2.0	7.0	120.0	7.0	109.0	3.25e-51	157.0	XP_020802858.1	NP_001033843.1
90.311	578.0	46.0	2.0	255.0	827.0	3.0	575.0	0.0	1078.0	XP_020812054.1	NP_001033845.1
63.571	140.0	50.0	1.0	1.0	139.0	1.0	140.0	1.07e-66	198.0	XP_020808724.1	NP_001033848.1
80.859	815.0	118.0	9.0	1.0	783.0	1.0	809.0	0.0	1183.0	XP_020810806.1	NP_001033870.1
48.173	301.0	137.0	5.0	7.0	299.0	1.0	290.0	1.68e-92	277.0	XP_020805942.1	NP_001033871.2
92.857	266.0	19.0	0.0	1.0	266.0	1.0	266.0	5.4300000000000004e-179	492.0	XP_020806065.1	NP_001033873.1
98.425	127.0	2.0	0.0	1.0	127.0	1.0	127.0	1.0999999999999999e-91	260.0	XP_020805983.1	NP_001033877.1
69.343	274.0	81.0	2.0	1.0	271.0	1.0	274.0	1.0099999999999999e-126	361.0	XP_020806475.1	NP_001033878.3
66.914	269.0	89.0	0.0	6.0	274.0	8.0	276.0	6.0899999999999995e-136	384.0	XP_020798912.1	NP_001033883.2
52.339	342.0	139.0	8.0	1.0	338.0	1.0	322.0	7.52e-115	335.0	XP_020807171.1	NP_001033893.2
70.103	485.0	145.0	0.0	1.0	485.0	1.0	485.0	0.0	739.0	XP_020807174.1	NP_001033894.1
55.793	328.0	130.0	3.0	34.0	361.0	25.0	337.0	1.93e-136	391.0	XP_020807361.1	NP_001033897.1
52.522	337.0	149.0	2.0	5.0	340.0	6.0	332.0	6.279999999999999e-128	369.0	XP_020807362.1	NP_001033898.1
71.006	1014.0	194.0	22.0	1.0	962.0	1.0	966.0	0.0	1253.0	XP_020803271.1	NP_001033938.1
80.972	494.0	91.0	2.0	1.0	491.0	1.0	494.0	0.0	806.0	XP_020814874.1	NP_001033941.1
48.795	166.0	76.0	5.0	1.0	159.0	1.0	164.0	3.54e-47	150.0	XP_020801097.1	NP_001033942.1
84.615	1534.0	182.0	22.0	1.0	1488.0	160.0	1685.0	0.0	2310.0	XP_020815054.1	NP_001033943.2
73.554	363.0	84.0	3.0	1.0	362.0	1.0	352.0	0.0	550.0	XP_020804691.1	NP_001033953.1
83.146	445.0	48.0	6.0	1.0	419.0	33.0	476.0	0.0	694.0	XP_020800541.1	NP_001033956.2
97.509	562.0	14.0	0.0	149.0	710.0	3.0	564.0	0.0	1147.0	XP_020818275.1	NP_001033958.1
78.151	119.0	26.0	0.0	1.0	119.0	1.0	119.0	3.8099999999999996e-69	202.0	XP_020801238.1	NP_001033959.1
62.044	137.0	50.0	1.0	14.0	150.0	13.0	147.0	5.27e-62	188.0	XP_020803821.1	NP_001033961.2
89.13	46.0	5.0	0.0	1.0	46.0	1.0	46.0	5.55e-26	88.6	XP_020806849.1	NP_001033962.1
56.897	290.0	112.0	3.0	1.0	278.0	1.0	289.0	2.3299999999999998e-98	290.0	XP_020800157.1	NP_001033963.1
48.673	113.0	54.0	2.0	1.0	112.0	1.0	110.0	1.23e-35	118.0	XP_020800313.1	NP_001033964.1
68.063	382.0	102.0	9.0	2.0	373.0	3.0	374.0	1.1e-160	455.0	XP_020808161.1	NP_001033973.1
91.111	270.0	24.0	0.0	1.0	270.0	1.0	270.0	4.0799999999999997e-165	457.0	XP_020803556.1	NP_001033975.2
73.746	339.0	88.0	1.0	1.0	338.0	1.0	339.0	0.0	529.0	XP_020801465.1	NP_001033979.1
84.858	317.0	48.0	0.0	1.0	317.0	1.0	317.0	0.0	564.0	XP_020801474.1	NP_001033983.1
89.032	310.0	34.0	0.0	1.0	310.0	1.0	310.0	0.0	585.0	XP_020801475.1	NP_001033984.1
72.742	598.0	157.0	2.0	15.0	606.0	16.0	613.0	0.0	873.0	XP_020801610.1	NP_001033986.1
59.317	322.0	125.0	2.0	4.0	324.0	2.0	318.0	3.47e-139	396.0	XP_020809758.1	NP_001033987.2
92.073	328.0	26.0	0.0	16.0	343.0	14.0	341.0	0.0	647.0	XP_020807558.1	NP_001033989.1
78.097	452.0	64.0	9.0	1.0	421.0	1.0	448.0	0.0	569.0	XP_020809064.1	NP_001033991.1
82.524	206.0	29.0	2.0	1.0	205.0	1.0	200.0	1.83e-107	306.0	XP_020816794.1	NP_001033998.1
94.0	150.0	8.0	1.0	1.0	149.0	1.0	150.0	4e-104	293.0	XP_020809516.1	NP_001033999.2
77.215	158.0	36.0	0.0	1.0	158.0	1.0	158.0	1.36e-92	265.0	XP_020801922.1	NP_001034001.1
73.529	306.0	81.0	0.0	1.0	306.0	1.0	306.0	3.92e-153	430.0	XP_020799873.1	NP_001034002.1
94.937	316.0	16.0	0.0	1.0	316.0	3.0	318.0	0.0	567.0	XP_020809753.1	NP_001034010.1
92.857	504.0	34.0	1.0	1.0	502.0	1.0	504.0	0.0	835.0	XP_020809750.1	NP_001034011.1
86.869	198.0	26.0	0.0	1.0	198.0	1.0	198.0	4.05e-131	365.0	XP_020806565.1	NP_001034012.2
87.184	632.0	48.0	9.0	1.0	608.0	1.0	623.0	0.0	887.0	XP_020798210.1	NP_001034013.2
88.547	585.0	40.0	7.0	1.0	567.0	1.0	576.0	0.0	864.0	XP_020798205.1	NP_001034015.1
78.246	285.0	53.0	4.0	1.0	277.0	3.0	286.0	2.52e-151	424.0	XP_020798237.1	NP_001034017.2
71.223	278.0	141.0	3.0	14.0	276.0	356.0	631.0	1.2e-53	418.0	XP_020798277.1	NP_001034018.1
68.394	193.0	50.0	5.0	1.0	185.0	1.0	190.0	3.9799999999999996e-82	241.0	XP_020798240.1	NP_001034019.2
