identity	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	query_y	subject_y
93.197	441.0	27.0	1.0	11.0	448.0	25.0	465.0	0.0	854.0	XP_017112810.1	NP_001014718.1
80.137	146.0	23.0	1.0	11.0	150.0	23.0	168.0	2.32e-75	222.0	XP_017114328.1	NP_001014730.1
99.243	1850.0	12.0	1.0	1.0	1850.0	1.0	1848.0	0.0	3815.0	XP_041562992.1	NP_001014732.1
99.243	1849.0	12.0	1.0	1.0	1849.0	1.0	1847.0	0.0	3812.0	XP_041562993.1	NP_001014735.1
87.294	1275.0	82.0	19.0	1.0	1203.0	1.0	1267.0	0.0	1900.0	XP_017112823.1	NP_001014736.2
99.242	396.0	3.0	0.0	1.0	396.0	1.0	396.0	0.0	737.0	XP_017113252.1	NP_001014737.1
99.746	394.0	1.0	0.0	1.0	394.0	1.0	394.0	0.0	820.0	XP_017115095.1	NP_001014743.1
93.571	140.0	9.0	0.0	1.0	140.0	1.0	140.0	4.6700000000000004e-79	230.0	XP_017120590.1	NP_001014746.1
95.118	594.0	16.0	4.0	20.0	600.0	142.0	735.0	0.0	1148.0	XP_017111612.2	NP_001014750.1
73.239	639.0	115.0	10.0	1.0	589.0	1.0	633.0	0.0	840.0	XP_017110859.1	NP_001014752.2
93.478	276.0	15.0	2.0	1.0	273.0	1.0	276.0	0.0	518.0	XP_017110860.1	NP_001014756.1
79.894	940.0	123.0	16.0	2.0	905.0	14.0	923.0	0.0	1303.0	XP_017129732.1	NP_001014758.2
81.124	445.0	76.0	2.0	4.0	443.0	22.0	463.0	0.0	745.0	XP_041565997.1	NP_001015095.1
82.124	744.0	128.0	2.0	28.0	766.0	106.0	849.0	0.0	1284.0	XP_041564727.1	NP_001015101.2
82.378	715.0	125.0	1.0	1.0	715.0	1.0	714.0	0.0	1210.0	XP_041566037.1	NP_001015132.1
87.558	434.0	36.0	1.0	1.0	416.0	1.0	434.0	0.0	785.0	XP_041565723.1	NP_001015151.1
98.068	673.0	13.0	0.0	1.0	673.0	1.0	673.0	0.0	1374.0	XP_017130834.1	NP_001015158.1
97.654	682.0	16.0	0.0	1.0	682.0	1.0	682.0	0.0	1382.0	XP_017130833.1	NP_001015160.2
88.028	142.0	17.0	0.0	1.0	142.0	1.0	142.0	1.51e-87	251.0	XP_017130982.1	NP_001015224.1
82.971	276.0	44.0	1.0	149.0	421.0	195.0	470.0	9.439999999999999e-147	426.0	XP_017119492.1	NP_001015254.1
90.44	523.0	48.0	1.0	1.0	521.0	1.0	523.0	0.0	944.0	XP_017119459.1	NP_001015256.2
90.458	524.0	48.0	1.0	1.0	522.0	1.0	524.0	0.0	946.0	XP_017119458.1	NP_001015257.2
89.591	538.0	53.0	1.0	1.0	535.0	1.0	538.0	0.0	891.0	XP_017119469.1	NP_001015260.3
89.792	529.0	51.0	1.0	1.0	526.0	1.0	529.0	0.0	877.0	XP_017119471.1	NP_001015262.1
83.466	2631.0	434.0	1.0	1.0	2630.0	1.0	2631.0	0.0	4531.0	XP_041565719.1	NP_001015316.1
77.137	468.0	89.0	6.0	1.0	459.0	1.0	459.0	0.0	677.0	XP_041566047.1	NP_001015319.1
60.721	555.0	188.0	8.0	12.0	565.0	5.0	530.0	0.0	654.0	XP_017110672.1	NP_001015349.2
85.305	558.0	82.0	0.0	70.0	627.0	8.0	565.0	0.0	1025.0	XP_041566065.1	NP_001015352.3
80.0	205.0	41.0	0.0	1.0	205.0	1.0	205.0	9.23e-113	320.0	XP_017114053.1	NP_001015387.1
65.217	69.0	23.0	1.0	5.0	72.0	3.0	71.0	1.57e-28	97.1	XP_017129298.1	NP_001015402.3
85.72	2395.0	341.0	1.0	1.0	2394.0	1.0	2395.0	0.0	4325.0	XP_017118527.1	NP_001015405.3
91.468	293.0	25.0	0.0	33.0	325.0	12.0	304.0	0.0	528.0	XP_041564474.1	NP_001015473.1
95.39	1410.0	61.0	2.0	1.0	1409.0	1.0	1407.0	0.0	2708.0	XP_041564549.1	NP_001027029.2
93.793	1466.0	67.0	3.0	1.0	1445.0	1.0	1463.0	0.0	2718.0	XP_041564548.1	NP_001027030.1
94.183	1530.0	85.0	2.0	1.0	1529.0	1.0	1527.0	0.0	2873.0	XP_041564546.1	NP_001027031.1
74.331	4149.0	892.0	30.0	1.0	4007.0	1.0	4118.0	0.0	6088.0	XP_041563041.1	NP_001027033.3
71.287	3939.0	923.0	34.0	1076.0	4178.0	1226.0	4280.0	3.97e-09	5509.0	XP_041563039.1	NP_001027034.2
74.043	4546.0	1014.0	39.0	1.0	4479.0	1.0	4447.0	0.0	6604.0	XP_041563032.1	NP_001027038.3
92.256	297.0	23.0	0.0	1.0	297.0	1.0	297.0	0.0	572.0	XP_017120339.1	NP_001027041.1
83.394	277.0	41.0	1.0	1.0	277.0	1.0	272.0	1.35e-171	475.0	XP_017114395.1	NP_001027069.3
82.787	122.0	16.0	1.0	1.0	117.0	1.0	122.0	2.22e-69	204.0	XP_017110846.1	NP_001027075.1
70.588	646.0	114.0	12.0	9.0	590.0	441.0	1074.0	0.0	785.0	XP_017125717.1	NP_001027081.1
98.889	90.0	1.0	0.0	1.0	90.0	1.0	90.0	4.34e-63	185.0	XP_017125822.1	NP_001027084.1
86.831	243.0	32.0	0.0	1.0	243.0	1.0	243.0	1.32e-158	439.0	XP_017125810.1	NP_001027086.1
89.986	709.0	58.0	4.0	1.0	696.0	1.0	709.0	0.0	1300.0	XP_017119408.2	NP_001027089.1
91.468	293.0	23.0	1.0	17.0	309.0	17.0	307.0	0.0	516.0	XP_017128042.1	NP_001027094.1
94.421	233.0	13.0	0.0	13.0	245.0	2.0	234.0	1.78e-145	427.0	XP_017128041.1	NP_001027096.1
38.294	598.0	231.0	15.0	1.0	495.0	1.0	563.0	1.06e-100	315.0	XP_017126968.1	NP_001027098.1
78.409	1232.0	203.0	7.0	1.0	1223.0	1.0	1178.0	0.0	1995.0	XP_017126966.1	NP_001027101.1
62.857	280.0	96.0	4.0	1.0	279.0	1.0	273.0	8.73e-120	344.0	XP_017129555.1	NP_001027113.1
87.356	174.0	22.0	0.0	1.0	174.0	1.0	174.0	4.07e-112	316.0	XP_017121957.1	NP_001027115.1
71.271	181.0	52.0	0.0	1.0	181.0	1.0	181.0	1.48e-97	280.0	XP_017133660.1	NP_001027119.1
74.157	178.0	46.0	0.0	1.0	178.0	1.0	178.0	2.29e-98	282.0	XP_017133545.1	NP_001027120.1
78.613	173.0	37.0	0.0	1.0	173.0	1.0	173.0	3.5799999999999994e-104	296.0	XP_017133546.1	NP_001027121.3
88.636	484.0	49.0	3.0	1.0	480.0	11.0	492.0	0.0	806.0	XP_017133681.1	NP_001027122.2
72.067	179.0	50.0	0.0	1.0	179.0	10.0	188.0	3.86e-98	281.0	XP_017119608.1	NP_001027125.1
74.359	39.0	10.0	0.0	1.0	39.0	1.0	39.0	4.62e-09	45.8	XP_017112620.1	NP_001027126.1
62.264	159.0	59.0	1.0	22.0	179.0	5.0	163.0	2.7100000000000003e-77	228.0	XP_017126665.1	NP_001027128.1
65.909	176.0	59.0	1.0	1.0	176.0	1.0	175.0	1.38e-87	254.0	XP_017126664.1	NP_001027129.2
75.148	169.0	42.0	0.0	1.0	169.0	1.0	169.0	1.28e-96	276.0	XP_017126662.1	NP_001027130.2
62.36	178.0	67.0	0.0	1.0	178.0	1.0	178.0	2.9999999999999997e-91	264.0	XP_017126846.1	NP_001027132.2
53.0	200.0	93.0	1.0	1.0	200.0	1.0	199.0	5.32e-77	229.0	XP_017111699.1	NP_001027134.1
55.28	161.0	72.0	0.0	18.0	178.0	1.0	161.0	7.449999999999999e-69	207.0	XP_017126849.1	NP_001027136.1
94.084	4699.0	275.0	1.0	1.0	4699.0	1.0	4696.0	0.0	9179.0	XP_017121894.1	NP_001027138.2
76.774	155.0	36.0	0.0	24.0	178.0	8.0	162.0	9.39e-88	254.0	XP_017122853.1	NP_001027140.1
73.404	188.0	50.0	0.0	1.0	188.0	1.0	188.0	2.3700000000000002e-105	300.0	XP_017122939.1	NP_001027141.1
77.143	175.0	40.0	0.0	1.0	175.0	1.0	175.0	2.88e-101	289.0	XP_017122852.1	NP_001027142.2
76.536	179.0	42.0	0.0	1.0	179.0	1.0	179.0	2.42e-104	297.0	XP_017122851.1	NP_001027143.1
83.243	185.0	31.0	0.0	1.0	185.0	1.0	185.0	5.19e-117	329.0	XP_017122940.1	NP_001027144.2
74.302	179.0	45.0	1.0	1.0	178.0	1.0	179.0	4.16e-100	286.0	XP_017122849.1	NP_001027145.3
72.826	184.0	50.0	0.0	2.0	185.0	1.0	184.0	1.41e-102	293.0	XP_017122937.1	NP_001027146.4
59.763	169.0	68.0	0.0	11.0	179.0	1.0	169.0	2.25e-74	221.0	XP_017123764.2	NP_001027150.1
93.405	561.0	30.0	2.0	1.0	555.0	1.0	560.0	0.0	1026.0	XP_017124016.1	NP_001027151.1
88.295	880.0	89.0	6.0	1.0	879.0	1.0	867.0	0.0	1406.0	XP_017123870.1	NP_001027158.1
70.423	213.0	55.0	3.0	1.0	207.0	1.0	211.0	1.22e-109	313.0	XP_017111045.1	NP_001027166.1
67.925	212.0	51.0	1.0	1.0	195.0	1.0	212.0	1.85e-105	301.0	XP_041565609.1	NP_001027167.1
73.77	183.0	48.0	0.0	1.0	183.0	1.0	183.0	7.18e-102	291.0	XP_017111043.1	NP_001027169.1
97.194	784.0	19.0	1.0	1.0	784.0	1.0	781.0	0.0	1582.0	XP_017112258.1	NP_001027171.1
39.241	158.0	96.0	0.0	23.0	180.0	23.0	180.0	9.05e-39	131.0	XP_017123822.1	NP_001027174.1
89.905	317.0	32.0	0.0	1.0	317.0	1.0	317.0	0.0	595.0	XP_041565149.1	NP_001027178.1
95.385	130.0	6.0	0.0	1.0	130.0	1.0	130.0	4.79e-76	221.0	XP_017119023.1	NP_001027180.1
95.484	155.0	7.0	0.0	1.0	155.0	1.0	155.0	6.76e-111	311.0	XP_017117561.1	NP_001027187.1
76.22	164.0	39.0	0.0	1.0	164.0	1.0	164.0	9.66e-94	269.0	XP_017117560.1	NP_001027188.1
74.021	562.0	145.0	1.0	1.0	562.0	1.0	561.0	0.0	807.0	XP_017113956.1	NP_001027202.1
96.606	383.0	10.0	1.0	1.0	380.0	1.0	383.0	0.0	752.0	XP_017123899.1	NP_001027203.1
92.258	465.0	30.0	2.0	1.0	463.0	1.0	461.0	0.0	845.0	XP_017113743.1	NP_001027207.1
95.736	1290.0	49.0	2.0	1.0	1288.0	1.0	1286.0	0.0	2501.0	XP_017113741.1	NP_001027208.1
59.873	157.0	61.0	2.0	22.0	177.0	19.0	174.0	2.3999999999999997e-67	203.0	XP_017122450.1	NP_001027209.1
64.744	156.0	55.0	0.0	24.0	179.0	10.0	165.0	1.3900000000000002e-73	218.0	XP_017123759.1	NP_001027213.1
87.065	201.0	23.0	3.0	1.0	199.0	1.0	200.0	5.26e-120	338.0	XP_017126519.1	NP_001027215.1
68.354	237.0	73.0	1.0	1.0	235.0	1.0	237.0	6.740000000000001e-107	308.0	XP_017130080.1	NP_001027218.2
89.041	219.0	24.0	0.0	1.0	219.0	1.0	219.0	2.7700000000000002e-143	399.0	XP_017130413.1	NP_001027221.1
84.375	1248.0	172.0	8.0	1.0	1227.0	1.0	1246.0	0.0	2061.0	XP_017121189.1	NP_001027231.1
69.231	169.0	52.0	0.0	12.0	180.0	9.0	177.0	4.0699999999999995e-90	261.0	XP_017120608.1	NP_001027235.1
80.422	332.0	35.0	5.0	1.0	305.0	1.0	329.0	3.44e-137	391.0	XP_017110375.1	NP_001027248.1
78.405	301.0	35.0	5.0	1.0	274.0	1.0	298.0	1.42e-111	324.0	XP_017110376.1	NP_001027249.1
78.261	299.0	35.0	5.0	1.0	272.0	1.0	296.0	2.3800000000000003e-109	318.0	XP_017110377.1	NP_001027250.1
43.315	718.0	341.0	17.0	1.0	677.0	1.0	693.0	2.92e-160	478.0	XP_017115634.2	NP_001027253.1
77.401	177.0	40.0	0.0	1.0	177.0	1.0	177.0	7.79e-102	290.0	XP_017132346.1	NP_001027255.2
68.889	180.0	56.0	0.0	1.0	180.0	1.0	180.0	1.21e-93	270.0	XP_017132345.1	NP_001027256.1
71.123	187.0	54.0	0.0	1.0	187.0	1.0	187.0	6.17e-105	299.0	XP_017132349.1	NP_001027257.1
53.968	126.0	58.0	0.0	1.0	126.0	1.0	126.0	3.9099999999999996e-48	153.0	XP_017132347.1	NP_001027258.1
64.641	181.0	64.0	0.0	4.0	184.0	3.0	183.0	1.19e-90	263.0	XP_017132344.1	NP_001027260.3
80.663	362.0	69.0	1.0	1.0	361.0	1.0	362.0	0.0	604.0	XP_017132624.1	NP_001027262.1
91.216	148.0	13.0	0.0	1.0	148.0	1.0	148.0	9.310000000000001e-99	280.0	XP_017132625.1	NP_001027263.1
69.942	173.0	52.0	0.0	1.0	173.0	1.0	173.0	9.86e-94	270.0	XP_017117150.1	NP_001027273.1
98.871	3101.0	34.0	1.0	1.0	3101.0	1.0	3100.0	0.0	6380.0	XP_017116606.1	NP_001027277.1
98.839	3100.0	35.0	1.0	1.0	3100.0	1.0	3099.0	0.0	6380.0	XP_017116607.1	NP_001027278.1
98.774	3099.0	37.0	1.0	1.0	3099.0	1.0	3098.0	0.0	6375.0	XP_017116609.1	NP_001027279.1
98.806	3100.0	36.0	1.0	1.0	3100.0	1.0	3099.0	0.0	6380.0	XP_017116608.1	NP_001027280.1
64.13	184.0	64.0	1.0	1.0	184.0	1.0	182.0	8.130000000000001e-88	256.0	XP_017132914.1	NP_001027393.1
94.656	393.0	21.0	0.0	1.0	393.0	1.0	393.0	0.0	773.0	XP_017129270.1	NP_001027395.1
100.0	40.0	0.0	0.0	1.0	40.0	1.0	40.0	3.1799999999999997e-23	81.6	XP_017123135.1	NP_001027396.1
88.701	177.0	20.0	0.0	2.0	178.0	1.0	177.0	2.2e-117	330.0	XP_041563261.1	NP_001027398.1
56.024	166.0	71.0	1.0	10.0	175.0	10.0	173.0	3.22e-66	200.0	XP_017120062.1	NP_001027399.1
86.677	668.0	79.0	6.0	1.0	665.0	1.0	661.0	0.0	962.0	XP_017132928.1	NP_001027400.1
92.35	366.0	28.0	0.0	1.0	366.0	1.0	366.0	0.0	675.0	XP_041563231.1	NP_001027401.1
79.641	167.0	34.0	0.0	1.0	167.0	1.0	167.0	3.95e-95	273.0	XP_017115307.1	NP_001027405.2
68.317	202.0	45.0	1.0	1.0	183.0	1.0	202.0	9.29e-101	289.0	XP_041563531.1	NP_001027406.1
94.606	686.0	17.0	5.0	1.0	666.0	1.0	686.0	0.0	1310.0	XP_041563274.1	NP_001027407.2
96.246	666.0	5.0	5.0	1.0	646.0	1.0	666.0	0.0	1304.0	XP_017125105.1	NP_001027408.1
63.388	183.0	67.0	0.0	1.0	183.0	1.0	183.0	1.5500000000000002e-88	258.0	XP_017123177.1	NP_001027409.1
59.729	221.0	83.0	1.0	2.0	222.0	1.0	215.0	4.51e-93	272.0	XP_017123094.1	NP_001027411.2
89.535	86.0	9.0	0.0	1.0	86.0	1.0	86.0	2.5799999999999996e-54	163.0	XP_017123373.1	NP_001027413.1
100.0	60.0	0.0	0.0	1.0	60.0	1.0	60.0	1.6099999999999998e-38	121.0	XP_017129715.1	NP_001027419.1
99.524	572.0	36.0	8.0	1985.0	2194.0	556.0	765.0	4.92e-151	904.0	XP_041563219.1	NP_001027420.2
80.584	582.0	113.0	0.0	1.0	582.0	1.0	582.0	0.0	1013.0	XP_017115375.1	NP_001027425.1
74.426	610.0	155.0	1.0	1.0	610.0	1.0	609.0	0.0	965.0	XP_017115374.2	NP_001027428.1
83.074	514.0	54.0	7.0	1.0	491.0	1.0	504.0	0.0	757.0	XP_017125518.1	NP_001027435.2
83.041	513.0	54.0	7.0	1.0	490.0	1.0	503.0	0.0	756.0	XP_017125519.1	NP_001027436.2
98.75	480.0	6.0	0.0	1.0	480.0	1.0	480.0	0.0	986.0	XP_017123199.1	NP_001027439.2
80.843	261.0	50.0	0.0	6.0	266.0	2.0	262.0	6.84e-165	457.0	XP_017123561.1	NP_001027442.1
99.074	108.0	1.0	0.0	1.0	108.0	1.0	108.0	3.4900000000000004e-79	228.0	XP_017123556.1	NP_001027443.1
89.113	248.0	27.0	0.0	1.0	248.0	1.0	248.0	1.05e-165	457.0	XP_017123553.1	NP_001027444.1
66.129	62.0	21.0	0.0	1.0	62.0	1.0	62.0	2.71e-22	80.9	XP_017126291.1	NP_001027445.1
69.323	251.0	51.0	1.0	31.0	255.0	28.0	278.0	7.22e-116	335.0	XP_017120047.1	NP_001027448.1
87.02	2943.0	315.0	17.0	1.0	2895.0	1.0	2924.0	0.0	4893.0	XP_017112483.1	NP_001027574.2
88.06	1407.0	138.0	14.0	15.0	1407.0	15.0	1405.0	0.0	2409.0	XP_017119057.1	NP_001027575.1
78.253	561.0	94.0	7.0	215.0	755.0	234.0	786.0	0.0	723.0	XP_017131080.1	NP_001027577.2
77.562	566.0	99.0	7.0	1.0	546.0	1.0	558.0	0.0	719.0	XP_017131083.1	NP_001027578.1
73.752	621.0	125.0	9.0	1.0	595.0	1.0	609.0	0.0	723.0	XP_017131082.1	NP_001027579.1
73.79	744.0	158.0	10.0	1.0	722.0	1.0	729.0	0.0	801.0	XP_017131081.1	NP_001027580.1
96.535	404.0	14.0	0.0	1.0	404.0	1.0	404.0	0.0	815.0	XP_017130788.1	NP_001033806.1
77.688	744.0	150.0	7.0	1.0	730.0	1.0	742.0	0.0	1051.0	XP_041564573.1	NP_001033808.1
77.712	848.0	165.0	7.0	1.0	827.0	1.0	845.0	0.0	1312.0	XP_041564565.1	NP_001033814.1
85.0	800.0	86.0	8.0	636.0	1417.0	659.0	1442.0	0.0	1222.0	XP_017113174.1	NP_001033829.2
76.822	686.0	90.0	13.0	1.0	639.0	1.0	664.0	0.0	675.0	XP_017112958.2	NP_001033832.1
84.586	2089.0	203.0	24.0	1.0	2020.0	1.0	2039.0	0.0	2734.0	XP_017113059.1	NP_001033835.2
85.374	294.0	41.0	2.0	1.0	293.0	1.0	293.0	1.18e-164	459.0	XP_017134274.1	NP_001033837.1
59.016	183.0	75.0	0.0	7.0	189.0	1.0	183.0	7.36e-80	235.0	XP_017114407.1	NP_001033838.1
92.0	225.0	17.0	1.0	1.0	224.0	1.0	225.0	4.77e-142	396.0	XP_017116140.1	NP_001033842.2
66.116	121.0	36.0	3.0	2.0	117.0	1.0	121.0	2.57e-52	160.0	XP_017114057.1	NP_001033843.1
91.739	811.0	58.0	5.0	24.0	827.0	20.0	828.0	0.0	1551.0	XP_041565252.1	NP_001033845.1
