identity	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	query_y	subject_y
83.761	234.0	37.0	1.0	1.0	234.0	1.0	233.0	1.4999999999999999e-140	392.0	XP_017012427.1	NP_001014566.1
83.333	240.0	39.0	1.0	1.0	240.0	1.0	239.0	5.06e-144	402.0	XP_017012426.2	NP_001014567.1
84.94	498.0	74.0	1.0	1.0	498.0	1.0	497.0	0.0	882.0	XP_017012423.2	NP_001014569.1
91.913	1657.0	97.0	11.0	1.0	1644.0	1.0	1633.0	0.0	2712.0	XP_017009466.2	NP_001014571.1
90.183	764.0	58.0	3.0	11.0	757.0	11.0	774.0	0.0	1353.0	XP_016999896.2	NP_001014576.1
94.964	417.0	14.0	3.0	1.0	415.0	1.0	412.0	0.0	791.0	XP_017011662.1	NP_001014587.1
75.758	33.0	8.0	0.0	1.0	33.0	1.0	33.0	3.67e-12	52.8	XP_044250341.1	NP_001014588.1
83.401	735.0	72.0	14.0	257.0	960.0	17.0	732.0	0.0	1046.0	XP_016999894.2	NP_001014589.1
94.555	2002.0	87.0	9.0	1.0	1983.0	1.0	1999.0	0.0	3503.0	XP_016997040.2	NP_001014591.1
94.096	271.0	16.0	0.0	1.0	271.0	1.0	271.0	0.0	531.0	XP_016997914.1	NP_001014600.1
67.857	336.0	99.0	3.0	1.0	332.0	1.0	331.0	1.3e-159	449.0	XP_017009897.2	NP_001014607.1
92.14	229.0	18.0	0.0	1.0	229.0	1.0	229.0	2.08e-164	452.0	XP_017013173.1	NP_001014609.2
78.554	401.0	70.0	7.0	1.0	399.0	1.0	387.0	0.0	586.0	XP_017007584.2	NP_001014611.1
98.315	178.0	3.0	0.0	1.0	178.0	1.0	178.0	9.44e-133	368.0	XP_017005197.1	NP_001014612.1
100.0	266.0	0.0	0.0	1.0	266.0	1.0	266.0	0.0	550.0	XP_017001221.1	NP_001014613.2
92.049	327.0	22.0	1.0	1.0	323.0	1.0	327.0	0.0	556.0	XP_017008580.2	NP_001014616.2
99.163	478.0	2.0	2.0	1.0	476.0	1.0	478.0	0.0	966.0	XP_017005025.1	NP_001014617.1
98.95	476.0	4.0	1.0	1.0	476.0	1.0	475.0	0.0	982.0	XP_017004509.1	NP_001014627.2
80.339	707.0	106.0	7.0	266.0	954.0	277.0	968.0	0.0	786.0	XP_017003583.2	NP_001014632.3
99.038	104.0	1.0	0.0	36.0	139.0	1.0	104.0	1.43e-72	211.0	XP_044250217.1	NP_001014633.2
81.273	550.0	95.0	3.0	1.0	547.0	1.0	545.0	0.0	929.0	XP_044250192.1	NP_001014635.1
92.553	94.0	7.0	0.0	1.0	94.0	1.0	94.0	6.68e-61	180.0	XP_016995948.1	NP_001014639.1
99.66	1175.0	4.0	0.0	1.0	1175.0	1.0	1175.0	0.0	2435.0	XP_016998889.1	NP_001014651.1
99.667	1200.0	4.0	0.0	1.0	1200.0	1.0	1200.0	0.0	2491.0	XP_016998878.1	NP_001014654.1
99.666	1197.0	4.0	0.0	1.0	1197.0	1.0	1197.0	0.0	2482.0	XP_016998879.1	NP_001014655.1
99.663	1187.0	4.0	0.0	1.0	1187.0	1.0	1187.0	0.0	2463.0	XP_016998883.1	NP_001014656.1
99.661	1180.0	4.0	0.0	1.0	1180.0	1.0	1180.0	0.0	2447.0	XP_016998885.1	NP_001014658.1
99.67	1213.0	4.0	0.0	1.0	1213.0	1.0	1213.0	0.0	2518.0	XP_016998873.1	NP_001014659.1
99.66	1175.0	4.0	0.0	1.0	1175.0	1.0	1175.0	0.0	2435.0	XP_016998890.1	NP_001014660.1
100.0	1210.0	0.0	0.0	1.0	1210.0	24.0	1233.0	0.0	2515.0	XP_016998858.1	NP_001014661.2
99.66	1175.0	4.0	0.0	1.0	1175.0	1.0	1175.0	0.0	2437.0	XP_016998893.1	NP_001014662.1
99.66	1175.0	4.0	0.0	1.0	1175.0	1.0	1175.0	0.0	2434.0	XP_016998888.1	NP_001014663.1
99.66	1175.0	4.0	0.0	1.0	1175.0	1.0	1175.0	0.0	2435.0	XP_016998891.1	NP_001014664.1
85.51	980.0	67.0	16.0	1.0	968.0	1.0	917.0	0.0	1461.0	XP_017006171.2	NP_001014678.1
85.232	2072.0	187.0	43.0	1.0	2030.0	1.0	1995.0	0.0	2813.0	XP_017006174.2	NP_001014681.2
96.538	491.0	14.0	1.0	1.0	488.0	1.0	491.0	0.0	998.0	XP_017008874.2	NP_001014684.1
97.235	1121.0	30.0	1.0	1.0	1120.0	1.0	1121.0	0.0	2247.0	XP_017009881.1	NP_001014687.3
97.466	1184.0	29.0	1.0	1.0	1183.0	1.0	1184.0	0.0	2383.0	XP_017009880.1	NP_001014688.3
86.652	1401.0	168.0	10.0	1.0	1382.0	1.0	1401.0	0.0	1972.0	XP_017015096.1	NP_001014691.2
84.327	906.0	128.0	10.0	1.0	898.0	1.0	900.0	0.0	1342.0	XP_016998557.2	NP_001014693.1
84.776	624.0	84.0	7.0	1.0	618.0	1.0	619.0	0.0	877.0	XP_044251284.1	NP_001014695.1
83.526	692.0	98.0	12.0	1.0	679.0	1.0	689.0	0.0	1078.0	XP_017015440.2	NP_001014701.1
71.642	670.0	180.0	5.0	1.0	663.0	10.0	676.0	0.0	924.0	XP_044251250.1	NP_001014703.1
71.189	656.0	179.0	5.0	1.0	649.0	10.0	662.0	0.0	898.0	XP_044251251.1	NP_001014705.1
95.111	1084.0	37.0	3.0	1.0	1083.0	1.0	1069.0	0.0	2082.0	XP_017006591.2	NP_001014714.1
93.864	440.0	27.0	0.0	9.0	448.0	15.0	454.0	0.0	871.0	XP_016995688.2	NP_001014718.1
87.943	141.0	12.0	2.0	13.0	150.0	11.0	149.0	1.3e-77	226.0	XP_017012921.2	NP_001014730.1
88.112	1245.0	89.0	17.0	1.0	1203.0	1.0	1228.0	0.0	1966.0	XP_017015199.2	NP_001014736.2
99.242	396.0	3.0	0.0	1.0	396.0	1.0	396.0	0.0	736.0	XP_017010778.1	NP_001014737.1
98.99	396.0	3.0	1.0	1.0	396.0	1.0	395.0	0.0	730.0	XP_017010789.1	NP_001014738.2
99.198	374.0	3.0	0.0	1.0	374.0	1.0	374.0	0.0	694.0	XP_017010785.1	NP_001014739.1
93.571	140.0	9.0	0.0	1.0	140.0	1.0	140.0	4.4800000000000004e-79	229.0	XP_016998608.1	NP_001014746.1
72.02	604.0	136.0	12.0	1.0	588.0	1.0	587.0	0.0	765.0	XP_016995262.2	NP_001014752.2
92.446	278.0	16.0	3.0	1.0	273.0	1.0	278.0	0.0	514.0	XP_016995263.2	NP_001014756.1
82.682	947.0	118.0	12.0	2.0	904.0	9.0	953.0	0.0	1373.0	XP_044252121.1	NP_001014760.2
97.623	673.0	16.0	0.0	1.0	673.0	1.0	673.0	0.0	1368.0	XP_044250649.1	NP_001015158.1
97.361	682.0	18.0	0.0	1.0	682.0	1.0	682.0	0.0	1380.0	XP_044250647.1	NP_001015160.2
70.439	433.0	109.0	3.0	1.0	421.0	1.0	426.0	0.0	520.0	XP_017009374.2	NP_001015254.1
92.126	127.0	7.0	1.0	1.0	124.0	1.0	127.0	1.65e-83	239.0	XP_017009367.1	NP_001015255.1
92.322	521.0	40.0	0.0	1.0	521.0	1.0	521.0	0.0	966.0	XP_017009337.2	NP_001015256.2
92.337	522.0	40.0	0.0	1.0	522.0	1.0	522.0	0.0	967.0	XP_017009336.2	NP_001015257.2
92.963	540.0	33.0	2.0	1.0	535.0	1.0	540.0	0.0	952.0	XP_017009284.2	NP_001015260.3
92.844	531.0	33.0	2.0	1.0	526.0	1.0	531.0	0.0	932.0	XP_017009286.2	NP_001015262.1
84.341	2631.0	411.0	1.0	1.0	2630.0	1.0	2631.0	0.0	4572.0	XP_044248492.1	NP_001015316.1
64.286	70.0	25.0	0.0	3.0	72.0	2.0	71.0	1.06e-28	97.1	XP_044248510.1	NP_001015402.3
88.462	468.0	54.0	0.0	1.0	468.0	1.0	468.0	0.0	814.0	XP_044248500.1	NP_001015473.1
98.083	313.0	6.0	0.0	1.0	313.0	1.0	313.0	0.0	643.0	XP_017004289.1	NP_001015497.4
95.745	1410.0	59.0	1.0	1.0	1409.0	1.0	1410.0	0.0	2722.0	XP_044251350.1	NP_001027029.2
94.338	1466.0	62.0	2.0	1.0	1445.0	1.0	1466.0	0.0	2740.0	XP_044251349.1	NP_001027030.1
95.033	1530.0	75.0	1.0	1.0	1529.0	1.0	1530.0	0.0	2902.0	XP_044251347.1	NP_001027031.1
76.587	4079.0	835.0	38.0	2.0	4007.0	1.0	4032.0	0.0	6213.0	XP_044252015.1	NP_001027033.3
79.576	4201.0	751.0	29.0	1211.0	4178.0	1610.0	4644.0	0.000273	6813.0	XP_044252020.1	NP_001027034.2
78.169	3921.0	787.0	31.0	2.0	3887.0	1.0	3887.0	0.0	6166.0	XP_044252023.1	NP_001027035.3
77.52	4533.0	904.0	43.0	2.0	4479.0	1.0	4473.0	0.0	7016.0	XP_016994779.2	NP_001027038.3
88.963	299.0	31.0	2.0	1.0	297.0	1.0	299.0	0.0	553.0	XP_017012571.2	NP_001027041.1
85.87	276.0	39.0	0.0	1.0	276.0	1.0	276.0	0.0	498.0	XP_017007243.2	NP_001027069.3
87.395	119.0	10.0	2.0	1.0	117.0	1.0	116.0	7.05e-69	202.0	XP_016995328.1	NP_001027075.1
73.167	641.0	110.0	21.0	1.0	590.0	1.0	630.0	0.0	778.0	XP_017004361.2	NP_001027081.1
99.153	118.0	1.0	0.0	326.0	443.0	34.0	151.0	2.2e-76	235.0	XP_044252074.1	NP_001027082.1
98.889	90.0	1.0	0.0	1.0	90.0	1.0	90.0	5.19e-63	185.0	XP_016994984.1	NP_001027084.1
82.716	243.0	42.0	0.0	1.0	243.0	1.0	243.0	3.12e-145	405.0	XP_016994983.2	NP_001027086.1
91.273	699.0	53.0	3.0	5.0	696.0	11.0	708.0	0.0	1278.0	XP_044252090.1	NP_001027089.1
94.932	296.0	15.0	0.0	17.0	312.0	17.0	312.0	0.0	542.0	XP_016993255.2	NP_001027094.1
95.021	241.0	6.0	1.0	1.0	241.0	1.0	235.0	1.45e-151	442.0	XP_016993254.2	NP_001027096.1
49.501	501.0	212.0	11.0	1.0	495.0	1.0	466.0	6.97e-135	398.0	XP_044250456.1	NP_001027098.1
78.818	1303.0	190.0	15.0	1.0	1282.0	1.0	1238.0	0.0	2051.0	XP_016993913.2	NP_001027102.1
83.213	417.0	70.0	0.0	1.0	417.0	1.0	417.0	0.0	683.0	XP_017009656.2	NP_001027105.2
91.739	460.0	38.0	0.0	1.0	460.0	1.0	460.0	0.0	877.0	XP_017009651.1	NP_001027106.1
58.889	180.0	74.0	0.0	1.0	180.0	1.0	180.0	4.13e-80	235.0	XP_044250572.1	NP_001027107.1
67.754	276.0	84.0	2.0	1.0	276.0	1.0	271.0	5.06e-127	362.0	XP_017012433.2	NP_001027113.1
89.655	174.0	18.0	0.0	1.0	174.0	1.0	174.0	1.42e-114	322.0	XP_017005464.2	NP_001027115.1
83.978	181.0	29.0	0.0	1.0	181.0	1.0	181.0	1.64e-115	325.0	XP_017006900.2	NP_001027119.1
78.771	179.0	38.0	0.0	1.0	179.0	24.0	202.0	6.1999999999999995e-108	306.0	XP_017006898.2	NP_001027120.1
81.714	175.0	32.0	0.0	1.0	175.0	1.0	175.0	8.8e-109	307.0	XP_017006880.1	NP_001027121.3
91.494	482.0	36.0	3.0	1.0	480.0	1.0	479.0	0.0	863.0	XP_017010557.2	NP_001027122.2
70.0	180.0	54.0	0.0	1.0	180.0	1.0	180.0	7.21e-96	275.0	XP_017000631.2	NP_001027125.1
76.923	39.0	7.0	1.0	1.0	39.0	1.0	37.0	0.000488	32.3	XP_017010306.2	NP_001027126.1
73.184	179.0	48.0	0.0	1.0	179.0	1.0	179.0	2.27e-101	289.0	XP_044250383.1	NP_001027128.1
74.157	178.0	45.0	1.0	1.0	178.0	1.0	177.0	2.25e-98	281.0	XP_017015738.2	NP_001027129.2
73.864	176.0	39.0	1.0	1.0	169.0	1.0	176.0	3.97e-96	275.0	XP_044250385.1	NP_001027130.2
67.978	178.0	57.0	0.0	1.0	178.0	1.0	178.0	1.45e-96	276.0	XP_017015668.2	NP_001027132.2
57.065	184.0	79.0	0.0	19.0	202.0	19.0	202.0	2.28e-86	253.0	XP_017003404.2	NP_001027134.1
59.091	176.0	72.0	0.0	1.0	176.0	1.0	176.0	7.3499999999999995e-81	238.0	XP_016997899.2	NP_001027136.1
58.537	123.0	51.0	0.0	40.0	162.0	6.0	128.0	1.54e-51	160.0	XP_044251807.1	NP_001027137.1
94.227	4729.0	240.0	2.0	1.0	4699.0	1.0	4726.0	0.0	9157.0	XP_044251984.1	NP_001027138.2
74.691	162.0	38.0	1.0	20.0	178.0	1.0	162.0	6.36e-91	262.0	XP_016997637.2	NP_001027140.1
78.723	188.0	40.0	0.0	1.0	188.0	1.0	188.0	1.93e-111	315.0	XP_016997638.2	NP_001027141.1
83.429	175.0	29.0	0.0	1.0	175.0	1.0	175.0	6.12e-111	313.0	XP_016997639.2	NP_001027142.2
82.778	180.0	28.0	2.0	1.0	179.0	1.0	178.0	2.85e-108	306.0	XP_016997640.1	NP_001027143.1
89.73	185.0	19.0	0.0	1.0	185.0	1.0	185.0	5.2599999999999994e-126	352.0	XP_016997645.2	NP_001027144.2
85.475	179.0	25.0	1.0	1.0	178.0	1.0	179.0	2.06e-113	319.0	XP_044249885.1	NP_001027145.3
83.784	185.0	28.0	1.0	1.0	185.0	1.0	183.0	3.82e-113	319.0	XP_016997643.2	NP_001027146.4
69.444	180.0	55.0	0.0	1.0	180.0	1.0	180.0	1.49e-95	274.0	XP_017009894.2	NP_001027147.1
60.0	180.0	71.0	1.0	1.0	180.0	1.0	179.0	7.88e-80	234.0	XP_017007423.2	NP_001027150.1
90.391	562.0	47.0	3.0	1.0	555.0	1.0	562.0	0.0	993.0	XP_017007514.2	NP_001027151.1
86.41	883.0	92.0	9.0	1.0	879.0	1.0	859.0	0.0	1410.0	XP_017014078.2	NP_001027158.1
76.777	211.0	46.0	1.0	1.0	208.0	1.0	211.0	3.21e-121	342.0	XP_016996803.2	NP_001027166.1
80.513	195.0	38.0	0.0	1.0	195.0	1.0	195.0	2.2e-120	338.0	XP_016996802.2	NP_001027167.1
78.142	183.0	40.0	0.0	1.0	183.0	1.0	183.0	1.81e-107	305.0	XP_016996821.2	NP_001027169.1
62.5	184.0	69.0	0.0	1.0	184.0	1.0	184.0	1.42e-86	252.0	XP_017005914.2	NP_001027174.1
89.59	317.0	33.0	0.0	1.0	317.0	1.0	317.0	0.0	565.0	XP_017008566.1	NP_001027178.1
95.385	130.0	6.0	0.0	1.0	130.0	1.0	130.0	5.84e-77	223.0	XP_017008567.1	NP_001027180.1
96.774	155.0	5.0	0.0	1.0	155.0	1.0	155.0	3.11e-112	314.0	XP_017001397.2	NP_001027187.1
79.268	164.0	34.0	0.0	1.0	164.0	1.0	164.0	2.43e-96	275.0	XP_017001396.2	NP_001027188.1
74.414	555.0	142.0	0.0	8.0	562.0	10.0	564.0	0.0	843.0	XP_044249980.1	NP_001027202.1
98.691	382.0	3.0	1.0	1.0	380.0	1.0	382.0	0.0	767.0	XP_017007477.2	NP_001027203.1
90.812	468.0	27.0	6.0	1.0	464.0	1.0	456.0	0.0	823.0	XP_017015884.2	NP_001027207.1
95.588	1292.0	41.0	6.0	1.0	1288.0	1.0	1280.0	0.0	2569.0	XP_044251678.1	NP_001027208.1
67.5	160.0	51.0	1.0	19.0	177.0	16.0	175.0	6.920000000000001e-79	232.0	XP_044251594.1	NP_001027209.1
65.698	172.0	59.0	0.0	1.0	172.0	1.0	172.0	5.4400000000000005e-80	234.0	XP_016996458.2	NP_001027213.1
82.222	180.0	32.0	0.0	1.0	180.0	1.0	180.0	9.83e-111	313.0	XP_044251567.1	NP_001027214.1
92.462	199.0	13.0	2.0	1.0	199.0	1.0	197.0	3.16e-121	340.0	XP_017004015.1	NP_001027215.1
73.718	156.0	41.0	0.0	23.0	178.0	44.0	199.0	5.82e-88	256.0	XP_044250871.1	NP_001027216.2
68.493	219.0	67.0	1.0	1.0	217.0	1.0	219.0	4.15e-96	280.0	XP_017009732.2	NP_001027218.2
91.518	224.0	19.0	0.0	1.0	224.0	1.0	224.0	6.51e-152	420.0	XP_017006781.2	NP_001027221.1
99.831	591.0	1.0	0.0	1.0	591.0	1.0	591.0	0.0	1199.0	XP_017004852.1	NP_001027227.1
83.797	1259.0	168.0	10.0	1.0	1235.0	1.0	1247.0	0.0	2064.0	XP_044250850.1	NP_001027231.1
65.363	179.0	62.0	0.0	1.0	179.0	1.0	179.0	1.67e-89	259.0	XP_017006249.2	NP_001027235.1
53.071	2035.0	706.0	29.0	1.0	1927.0	1.0	1894.0	0.0	1836.0	XP_016994396.2	NP_001027247.1
77.023	309.0	43.0	7.0	1.0	305.0	1.0	285.0	9.48e-121	347.0	XP_016994380.2	NP_001027248.1
74.275	276.0	43.0	7.0	1.0	272.0	1.0	252.0	4.74e-93	275.0	XP_016994382.2	NP_001027250.1
48.393	591.0	278.0	7.0	103.0	677.0	8.0	587.0	4.1799999999999997e-172	504.0	XP_017011258.2	NP_001027253.1
83.051	177.0	30.0	0.0	1.0	177.0	1.0	177.0	7.490000000000001e-110	310.0	XP_016998307.2	NP_001027255.2
78.333	180.0	39.0	0.0	1.0	180.0	1.0	180.0	5.44e-108	306.0	XP_016998283.2	NP_001027256.1
77.838	185.0	41.0	0.0	1.0	185.0	1.0	185.0	2.71e-105	299.0	XP_044251180.1	NP_001027257.1
63.483	178.0	64.0	1.0	1.0	178.0	1.0	177.0	3.94e-84	245.0	XP_016998286.2	NP_001027258.1
68.354	158.0	49.0	1.0	1.0	157.0	1.0	158.0	1.29e-77	227.0	XP_016998308.2	NP_001027259.1
75.269	186.0	46.0	0.0	3.0	188.0	2.0	187.0	5.76e-106	301.0	XP_016998287.2	NP_001027260.3
82.787	366.0	57.0	4.0	1.0	361.0	1.0	365.0	0.0	609.0	XP_017014723.2	NP_001027262.1
90.541	148.0	14.0	0.0	1.0	148.0	1.0	148.0	1.35e-96	274.0	XP_017014724.2	NP_001027263.1
96.875	256.0	8.0	0.0	1.0	256.0	1.0	256.0	0.0	503.0	XP_017007133.2	NP_001027270.1
71.098	173.0	50.0	0.0	1.0	173.0	1.0	173.0	3.27e-96	275.0	XP_017004339.2	NP_001027273.1
68.831	154.0	48.0	0.0	27.0	180.0	1.0	154.0	5.1200000000000006e-80	234.0	XP_016993632.2	NP_001027276.1
98.935	3100.0	32.0	1.0	1.0	3100.0	1.0	3099.0	0.0	6383.0	XP_017009739.2	NP_001027278.1
73.37	184.0	49.0	0.0	1.0	184.0	1.0	184.0	2.86e-105	300.0	XP_017004678.2	NP_001027393.1
95.42	393.0	18.0	0.0	1.0	393.0	1.0	393.0	0.0	782.0	XP_017001528.2	NP_001027395.1
100.0	40.0	0.0	0.0	1.0	40.0	1.0	40.0	2.0999999999999998e-23	81.6	XP_017003208.1	NP_001027396.1
87.931	174.0	21.0	0.0	5.0	178.0	4.0	177.0	6.820000000000001e-116	325.0	XP_017003127.1	NP_001027398.1
53.107	177.0	83.0	0.0	1.0	177.0	31.0	207.0	7.56e-65	197.0	XP_017001529.2	NP_001027399.1
89.64	666.0	56.0	7.0	1.0	665.0	1.0	654.0	0.0	1026.0	XP_017006013.1	NP_001027400.1
95.355	366.0	17.0	0.0	1.0	366.0	1.0	366.0	0.0	693.0	XP_017012657.2	NP_001027401.1
86.826	167.0	22.0	0.0	1.0	167.0	1.0	167.0	2.46e-112	316.0	XP_017002674.1	NP_001027405.2
85.246	183.0	27.0	0.0	1.0	183.0	1.0	183.0	2.67e-119	335.0	XP_017002709.2	NP_001027406.1
95.804	715.0	9.0	7.0	1.0	702.0	1.0	707.0	0.0	1384.0	XP_044249087.1	NP_001027407.2
65.574	183.0	63.0	0.0	1.0	183.0	1.0	183.0	4.9e-93	268.0	XP_044251838.1	NP_001027409.1
78.286	175.0	37.0	1.0	9.0	182.0	11.0	185.0	2.64e-102	291.0	XP_017008400.2	NP_001027410.1
69.406	219.0	64.0	2.0	2.0	220.0	1.0	216.0	1.1200000000000001e-110	316.0	XP_017008399.2	NP_001027411.2
95.349	86.0	4.0	0.0	1.0	86.0	1.0	86.0	1.44e-57	171.0	XP_017008522.2	NP_001027413.1
66.25	160.0	54.0	0.0	16.0	175.0	7.0	166.0	5.83e-81	237.0	XP_044251830.1	NP_001027414.1
86.681	901.0	85.0	13.0	1.0	882.0	579.0	1463.0	0.0	1262.0	XP_017001070.2	NP_001027415.1
98.333	60.0	1.0	0.0	1.0	60.0	1.0	60.0	4.5799999999999996e-38	119.0	XP_017003187.1	NP_001027419.1
99.537	1792.0	198.0	18.0	425.0	2194.0	724.0	2437.0	1.1e-58	2393.0	XP_044249105.1	NP_001027420.2
85.059	589.0	88.0	0.0	1.0	589.0	1.0	589.0	0.0	1064.0	XP_016999560.2	NP_001027425.1
81.475	610.0	107.0	1.0	1.0	610.0	1.0	604.0	0.0	1053.0	XP_016999563.2	NP_001027428.1
88.4	500.0	39.0	7.0	1.0	491.0	1.0	490.0	0.0	781.0	XP_016994667.2	NP_001027435.2
88.377	499.0	39.0	7.0	1.0	490.0	1.0	489.0	0.0	779.0	XP_016994668.2	NP_001027436.2
56.983	179.0	75.0	2.0	1.0	179.0	1.0	177.0	3.82e-72	215.0	XP_017013890.2	NP_001027438.1
98.542	480.0	7.0	0.0	1.0	480.0	1.0	480.0	0.0	984.0	XP_044248804.1	NP_001027439.2
86.296	270.0	34.0	2.0	1.0	267.0	11.0	280.0	1.23e-178	492.0	XP_017003377.2	NP_001027442.1
99.074	108.0	1.0	0.0	1.0	108.0	1.0	108.0	2.31e-79	228.0	XP_017003199.1	NP_001027443.1
88.0	250.0	27.0	2.0	1.0	248.0	1.0	249.0	2.96e-159	441.0	XP_017003198.2	NP_001027444.1
77.778	63.0	14.0	0.0	1.0	63.0	1.0	63.0	1.6899999999999999e-28	95.9	XP_017002068.1	NP_001027445.1
67.647	272.0	59.0	2.0	14.0	256.0	8.0	279.0	4.36e-119	343.0	XP_017010356.2	NP_001027448.1
89.053	2905.0	282.0	13.0	1.0	2895.0	1.0	2879.0	0.0	5028.0	XP_017006356.2	NP_001027574.2
88.42	1399.0	132.0	13.0	15.0	1407.0	15.0	1389.0	0.0	2425.0	XP_017002525.2	NP_001027575.1
79.964	559.0	90.0	8.0	208.0	755.0	208.0	755.0	0.0	790.0	XP_017005235.2	NP_001027577.2
79.892	557.0	90.0	8.0	1.0	546.0	1.0	546.0	0.0	784.0	XP_017005237.2	NP_001027578.1
75.929	619.0	110.0	13.0	1.0	595.0	1.0	604.0	0.0	787.0	XP_017005236.2	NP_001027579.1
97.03	404.0	12.0	0.0	1.0	404.0	1.0	404.0	0.0	816.0	XP_017002735.1	NP_001033806.1
78.437	742.0	131.0	10.0	1.0	730.0	1.0	725.0	0.0	1065.0	XP_017002792.2	NP_001033808.1
80.756	847.0	140.0	7.0	1.0	828.0	1.0	843.0	0.0	1342.0	XP_044251294.1	NP_001033814.1
81.984	383.0	53.0	3.0	10.0	392.0	528.0	894.0	3.9099999999999997e-150	484.0	XP_016999816.2	NP_001033831.1
81.624	468.0	54.0	9.0	180.0	640.0	177.0	619.0	0.0	652.0	XP_044250913.1	NP_001033832.1
85.438	2067.0	180.0	28.0	1.0	2020.0	1.0	1993.0	0.0	2726.0	XP_016994693.2	NP_001033835.2
86.486	296.0	35.0	5.0	1.0	293.0	1.0	294.0	2.76e-168	468.0	XP_044251407.1	NP_001033837.1
48.045	179.0	93.0	0.0	11.0	189.0	9.0	187.0	1.1700000000000001e-64	197.0	XP_017012701.2	NP_001033838.1
83.186	226.0	36.0	1.0	1.0	224.0	1.0	226.0	2.52e-125	353.0	XP_016993033.2	NP_001033842.2
69.106	123.0	28.0	5.0	1.0	114.0	1.0	122.0	2.05e-50	166.0	XP_044252137.1	NP_001033843.1
93.439	823.0	38.0	7.0	10.0	827.0	9.0	820.0	0.0	1538.0	XP_016992635.2	NP_001033845.1
76.259	139.0	33.0	0.0	1.0	139.0	1.0	139.0	5.3100000000000005e-80	232.0	XP_016999701.1	NP_001033848.1
90.506	790.0	62.0	7.0	1.0	783.0	1.0	784.0	0.0	1211.0	XP_016997769.2	NP_001033870.1
60.252	317.0	106.0	5.0	1.0	306.0	1.0	308.0	2.2800000000000002e-129	370.0	XP_017014662.2	NP_001033871.2
